NAMESPACE       LAST SEEN   TYPE      REASON              OBJECT                                                      MESSAGE
kube-system     10h         Warning   Unhealthy           pod/kube-apiserver-minikube                                 Readiness probe failed: Get "https://192.168.49.2:8443/readyz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
kube-system     10h         Warning   Unhealthy           pod/coredns-7d764666f9-rqpsz                                Liveness probe failed: Get "http://10.244.0.3:8080/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
kube-system     9h          Warning   Unhealthy           pod/etcd-minikube                                           Liveness probe failed: Get "http://127.0.0.1:2381/livez": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
default         9m47s       Warning   ContainerGCFailed   node/minikube                                               rpc error: code = DeadlineExceeded desc = context deadline exceeded
default         9m33s       Normal    NodeNotReady        node/minikube                                               Node minikube status is now: NodeNotReady
ob-app          9m32s       Normal    SandboxChanged      pod/currencyservice-7f9f695db5-spznm                        Pod sandbox changed, it will be killed and re-created.
kube-system     9m32s       Normal    SandboxChanged      pod/coredns-7d764666f9-rqpsz                                Pod sandbox changed, it will be killed and re-created.
ob-app          9m32s       Normal    SandboxChanged      pod/productcatalogservice-54c86d9f79-nfv9q                  Pod sandbox changed, it will be killed and re-created.
mesh-app        9m32s       Normal    SandboxChanged      pod/shippingservice-846f8585d7-5b28h                        Pod sandbox changed, it will be killed and re-created.
observability   9m32s       Normal    SandboxChanged      pod/obs-prometheus-node-exporter-znvjs                      Pod sandbox changed, it will be killed and re-created.
kube-system     9m32s       Normal    SandboxChanged      pod/kube-apiserver-minikube                                 Pod sandbox changed, it will be killed and re-created.
mesh-app        9m32s       Normal    SandboxChanged      pod/cartservice-dc9f4fb6d-x8crc                             Pod sandbox changed, it will be killed and re-created.
observability   9m32s       Normal    SandboxChanged      pod/obs-grafana-7d5dcb6bd5-8mnwf                            Pod sandbox changed, it will be killed and re-created.
observability   9m32s       Normal    SandboxChanged      pod/prometheus-obs-kube-prometheus-stack-prometheus-0       Pod sandbox changed, it will be killed and re-created.
kube-system     9m32s       Normal    SandboxChanged      pod/storage-provisioner                                     Pod sandbox changed, it will be killed and re-created.
kube-system     9m32s       Normal    SandboxChanged      pod/etcd-minikube                                           Pod sandbox changed, it will be killed and re-created.
kube-system     9m32s       Warning   Unhealthy           pod/kube-scheduler-minikube                                 Readiness probe failed: Get "https://127.0.0.1:10259/readyz": dial tcp 127.0.0.1:10259: connect: connection refused
mesh-app        9m32s       Normal    SandboxChanged      pod/paymentservice-7cff85ccd7-sdss9                         Pod sandbox changed, it will be killed and re-created.
ob-app          9m32s       Normal    SandboxChanged      pod/cartservice-dc9f4fb6d-ffswh                             Pod sandbox changed, it will be killed and re-created.
kube-system     9m32s       Normal    SandboxChanged      pod/kindnet-g6k68                                           Pod sandbox changed, it will be killed and re-created.
observability   9m32s       Normal    SandboxChanged      pod/obs-kube-prometheus-stack-operator-64496c4978-4b4vq     Pod sandbox changed, it will be killed and re-created.
ob-app          9m32s       Normal    SandboxChanged      pod/redis-cart-6899b65948-87b5c                             Pod sandbox changed, it will be killed and re-created.
kube-system     9m32s       Normal    SandboxChanged      pod/kube-controller-manager-minikube                        Pod sandbox changed, it will be killed and re-created.
kube-system     9m32s       Normal    SandboxChanged      pod/kube-scheduler-minikube                                 Pod sandbox changed, it will be killed and re-created.
mesh-app        9m32s       Normal    SandboxChanged      pod/checkoutservice-6d7ccbb6cf-78rmd                        Pod sandbox changed, it will be killed and re-created.
observability   9m32s       Normal    SandboxChanged      pod/jaeger-7dc86c798f-85zxd                                 Pod sandbox changed, it will be killed and re-created.
ob-app          9m32s       Normal    SandboxChanged      pod/checkoutservice-6d7ccbb6cf-zdlpr                        Pod sandbox changed, it will be killed and re-created.
ob-app          9m32s       Normal    SandboxChanged      pod/frontend-76c94f7cfb-vtz6n                               Pod sandbox changed, it will be killed and re-created.
mesh-app        9m32s       Normal    SandboxChanged      pod/currencyservice-7f9f695db5-rbzwx                        Pod sandbox changed, it will be killed and re-created.
kube-system     9m32s       Normal    SandboxChanged      pod/kube-proxy-jwtpg                                        Pod sandbox changed, it will be killed and re-created.
ob-app          9m32s       Normal    SandboxChanged      pod/paymentservice-7cff85ccd7-hng66                         Pod sandbox changed, it will be killed and re-created.
observability   9m31s       Warning   FailedMount         pod/prometheus-obs-kube-prometheus-stack-prometheus-0       MountVolume.SetUp failed for volume "web-config" : failed to sync secret cache: timed out waiting for the condition
observability   9m31s       Warning   FailedMount         pod/prometheus-obs-kube-prometheus-stack-prometheus-0       MountVolume.SetUp failed for volume "config" : failed to sync secret cache: timed out waiting for the condition
ob-app          9m31s       Warning   FailedMount         pod/checkoutservice-6d7ccbb6cf-zdlpr                        MountVolume.SetUp failed for volume "istio-ca-crl" : failed to sync configmap cache: timed out waiting for the condition
ob-app          9m31s       Warning   FailedMount         pod/cartservice-dc9f4fb6d-ffswh                             MountVolume.SetUp failed for volume "istio-ca-crl" : failed to sync configmap cache: timed out waiting for the condition
observability   9m31s       Warning   FailedMount         pod/prometheus-obs-kube-prometheus-stack-prometheus-0       MountVolume.SetUp failed for volume "prometheus-obs-kube-prometheus-stack-prometheus-rulefiles-0" : failed to sync configmap cache: timed out waiting for the condition
mesh-app        9m31s       Warning   FailedMount         pod/checkoutservice-6d7ccbb6cf-78rmd                        MountVolume.SetUp failed for volume "istio-token" : failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/mesh-app/serviceaccounts/checkoutservice/token": dial tcp 192.168.49.2:8443: connect: connection refused
mesh-app        9m31s       Warning   FailedMount         pod/checkoutservice-6d7ccbb6cf-78rmd                        MountVolume.SetUp failed for volume "istiod-ca-cert" : failed to sync configmap cache: timed out waiting for the condition
observability   9m31s       Warning   FailedMount         pod/prometheus-obs-kube-prometheus-stack-prometheus-0       MountVolume.SetUp failed for volume "prometheus-obs-kube-prometheus-stack-prometheus-rulefiles-2" : failed to sync configmap cache: timed out waiting for the condition
observability   9m31s       Warning   FailedMount         pod/prometheus-obs-kube-prometheus-stack-prometheus-0       MountVolume.SetUp failed for volume "kube-api-access-w7jbq" : [failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/observability/serviceaccounts/obs-kube-prometheus-stack-prometheus/token": dial tcp 192.168.49.2:8443: connect: connection refused, failed to sync configmap cache: timed out waiting for the condition]
ob-app          9m31s       Warning   FailedMount         pod/checkoutservice-6d7ccbb6cf-zdlpr                        MountVolume.SetUp failed for volume "istiod-ca-cert" : failed to sync configmap cache: timed out waiting for the condition
observability   9m31s       Warning   FailedMount         pod/prometheus-obs-kube-prometheus-stack-prometheus-0       MountVolume.SetUp failed for volume "tls-assets" : failed to sync secret cache: timed out waiting for the condition
ob-app          9m30s       Warning   FailedMount         pod/checkoutservice-6d7ccbb6cf-zdlpr                        MountVolume.SetUp failed for volume "istio-token" : failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/ob-app/serviceaccounts/checkoutservice/token": dial tcp 192.168.49.2:8443: connect: connection refused
ob-app          9m30s       Warning   FailedMount         pod/cartservice-dc9f4fb6d-ffswh                             MountVolume.SetUp failed for volume "istiod-ca-cert" : failed to sync configmap cache: timed out waiting for the condition
mesh-app        9m30s       Warning   FailedMount         pod/cartservice-dc9f4fb6d-x8crc                             MountVolume.SetUp failed for volume "istio-token" : failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/mesh-app/serviceaccounts/cartservice/token": dial tcp 192.168.49.2:8443: connect: connection refused
ob-app          9m30s       Warning   FailedMount         pod/redis-cart-6899b65948-87b5c                             MountVolume.SetUp failed for volume "istio-token" : failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/ob-app/serviceaccounts/default/token": dial tcp 192.168.49.2:8443: connect: connection refused
ob-app          9m30s       Warning   FailedMount         pod/cartservice-dc9f4fb6d-ffswh                             MountVolume.SetUp failed for volume "istio-token" : failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/ob-app/serviceaccounts/cartservice/token": dial tcp 192.168.49.2:8443: connect: connection refused
ob-app          9m30s       Warning   FailedMount         pod/redis-cart-6899b65948-87b5c                             MountVolume.SetUp failed for volume "istio-ca-crl" : failed to sync configmap cache: timed out waiting for the condition
kube-system     9m29s       Normal    Pulled              pod/storage-provisioner                                     Container image "gcr.io/k8s-minikube/storage-provisioner:v5" already present on machine and can be accessed by the pod
kube-system     9m29s       Normal    Pulled              pod/etcd-minikube                                           Container image "registry.k8s.io/etcd:3.6.6-0" already present on machine and can be accessed by the pod
kube-system     9m29s       Normal    Created             pod/kube-apiserver-minikube                                 Container created
kube-system     9m29s       Normal    Pulled              pod/kube-apiserver-minikube                                 Container image "registry.k8s.io/kube-apiserver:v1.35.1" already present on machine and can be accessed by the pod
ob-app          9m29s       Warning   FailedMount         pod/cartservice-dc9f4fb6d-ffswh                             MountVolume.SetUp failed for volume "kube-api-access-6mz7d" : [failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/ob-app/serviceaccounts/cartservice/token": dial tcp 192.168.49.2:8443: connect: connection refused, failed to sync configmap cache: timed out waiting for the condition]
kube-system     9m29s       Normal    Pulled              pod/kube-controller-manager-minikube                        Container image "registry.k8s.io/kube-controller-manager:v1.35.1" already present on machine and can be accessed by the pod
kube-system     9m29s       Normal    Created             pod/kube-controller-manager-minikube                        Container created
observability   9m29s       Normal    Pulled              pod/obs-prometheus-node-exporter-znvjs                      Container image "quay.io/prometheus/node-exporter:v1.10.2" already present on machine and can be accessed by the pod
ob-app          9m29s       Warning   FailedMount         pod/checkoutservice-6d7ccbb6cf-zdlpr                        MountVolume.SetUp failed for volume "kube-api-access-b66md" : [failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/ob-app/serviceaccounts/checkoutservice/token": dial tcp 192.168.49.2:8443: connect: connection refused, failed to sync configmap cache: timed out waiting for the condition]
kube-system     9m29s       Normal    Pulled              pod/kube-proxy-jwtpg                                        Container image "registry.k8s.io/kube-proxy:v1.35.1" already present on machine and can be accessed by the pod
ob-app          9m29s       Warning   FailedMount         pod/redis-cart-6899b65948-87b5c                             MountVolume.SetUp failed for volume "istiod-ca-cert" : failed to sync configmap cache: timed out waiting for the condition
mesh-app        9m29s       Warning   FailedMount         pod/cartservice-dc9f4fb6d-x8crc                             MountVolume.SetUp failed for volume "kube-api-access-njbw2" : [failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/mesh-app/serviceaccounts/cartservice/token": dial tcp 192.168.49.2:8443: connect: connection refused, failed to sync configmap cache: timed out waiting for the condition]
kube-system     9m29s       Normal    Pulled              pod/kube-scheduler-minikube                                 Container image "registry.k8s.io/kube-scheduler:v1.35.1" already present on machine and can be accessed by the pod
mesh-app        9m29s       Warning   FailedMount         pod/cartservice-dc9f4fb6d-x8crc                             MountVolume.SetUp failed for volume "istio-ca-crl" : failed to sync configmap cache: timed out waiting for the condition
kube-system     9m29s       Normal    Created             pod/kube-scheduler-minikube                                 Container created
mesh-app        9m29s       Warning   FailedMount         pod/cartservice-dc9f4fb6d-x8crc                             MountVolume.SetUp failed for volume "istiod-ca-cert" : failed to sync configmap cache: timed out waiting for the condition
kube-system     9m29s       Normal    Pulled              pod/kindnet-g6k68                                           Container image "docker.io/kindest/kindnetd:v20260213-ea8e5717" already present on machine and can be accessed by the pod
ob-app          9m29s       Warning   FailedMount         pod/redis-cart-6899b65948-87b5c                             MountVolume.SetUp failed for volume "kube-api-access-vhqdh" : [failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/ob-app/serviceaccounts/default/token": dial tcp 192.168.49.2:8443: connect: connection refused, failed to sync configmap cache: timed out waiting for the condition]
observability   9m29s       Warning   FailedMount         pod/prometheus-obs-kube-prometheus-stack-prometheus-0       MountVolume.SetUp failed for volume "prometheus-obs-kube-prometheus-stack-prometheus-rulefiles-1" : failed to sync configmap cache: timed out waiting for the condition
kube-system     9m28s       Normal    Created             pod/storage-provisioner                                     Container created
observability   9m28s       Normal    Pulled              pod/obs-kube-prometheus-stack-operator-64496c4978-4b4vq     Container image "quay.io/prometheus-operator/prometheus-operator:v0.89.0" already present on machine and can be accessed by the pod
observability   9m28s       Normal    Created             pod/obs-kube-prometheus-stack-operator-64496c4978-4b4vq     Container created
kube-system     9m28s       Normal    Pulled              pod/coredns-7d764666f9-rqpsz                                Container image "registry.k8s.io/coredns/coredns:v1.13.1" already present on machine and can be accessed by the pod
kube-system     9m28s       Normal    Created             pod/etcd-minikube                                           Container created
kube-system     9m28s       Normal    Created             pod/kindnet-g6k68                                           Container created
observability   9m28s       Normal    Pulled              pod/jaeger-7dc86c798f-85zxd                                 Container image "jaegertracing/all-in-one:1.57" already present on machine and can be accessed by the pod
mesh-app        9m28s       Normal    Pulled              pod/checkoutservice-6d7ccbb6cf-78rmd                        Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
kube-system     9m28s       Normal    Created             pod/coredns-7d764666f9-rqpsz                                Container created
observability   9m28s       Normal    Created             pod/jaeger-7dc86c798f-85zxd                                 Container created
kube-system     9m28s       Normal    Created             pod/kube-proxy-jwtpg                                        Container created
observability   9m28s       Normal    Created             pod/obs-prometheus-node-exporter-znvjs                      Container created
mesh-app        9m28s       Normal    Created             pod/checkoutservice-6d7ccbb6cf-78rmd                        Container created
kube-system     9m27s       Warning   FailedMount         pod/kube-proxy-jwtpg                                        MountVolume.SetUp failed for volume "kube-proxy" : failed to sync configmap cache: timed out waiting for the condition
kube-system     9m27s       Warning   FailedMount         pod/kube-proxy-jwtpg                                        MountVolume.SetUp failed for volume "kube-api-access-m2fgj" : [failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/kube-system/serviceaccounts/kube-proxy/token": dial tcp 192.168.49.2:8443: connect: connection refused, failed to sync configmap cache: timed out waiting for the condition]
observability   9m27s       Warning   FailedMount         pod/obs-kube-prometheus-stack-operator-64496c4978-4b4vq     MountVolume.SetUp failed for volume "kube-api-access-5xktg" : [failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/observability/serviceaccounts/obs-kube-prometheus-stack-operator/token": dial tcp 192.168.49.2:8443: connect: connection refused, failed to sync configmap cache: timed out waiting for the condition]
observability   9m27s       Warning   FailedMount         pod/jaeger-7dc86c798f-85zxd                                 MountVolume.SetUp failed for volume "kube-api-access-lctp8" : [failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/observability/serviceaccounts/default/token": dial tcp 192.168.49.2:8443: connect: connection refused, failed to sync configmap cache: timed out waiting for the condition]
observability   9m27s       Warning   FailedMount         pod/obs-kube-prometheus-stack-operator-64496c4978-4b4vq     MountVolume.SetUp failed for volume "tls-secret" : failed to sync secret cache: timed out waiting for the condition
kube-system     9m27s       Warning   FailedMount         pod/kindnet-g6k68                                           MountVolume.SetUp failed for volume "kube-api-access-k8n4m" : [failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/kube-system/serviceaccounts/kindnet/token": dial tcp 192.168.49.2:8443: connect: connection refused, failed to sync configmap cache: timed out waiting for the condition]
kube-system     9m27s       Warning   FailedMount         pod/storage-provisioner                                     MountVolume.SetUp failed for volume "kube-api-access-qstj5" : [failed to fetch token: Post "https://192.168.49.2:8443/api/v1/namespaces/kube-system/serviceaccounts/storage-provisioner/token": dial tcp 192.168.49.2:8443: connect: connection refused, failed to sync configmap cache: timed out waiting for the condition]
ob-app          9m27s       Normal    Pulled              pod/productcatalogservice-54c86d9f79-nfv9q                  Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          9m27s       Normal    Pulled              pod/checkoutservice-6d7ccbb6cf-zdlpr                        Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
kube-system     9m26s       Normal    Started             pod/kube-scheduler-minikube                                 Container started
observability   9m26s       Normal    Started             pod/obs-prometheus-node-exporter-znvjs                      Container started
ob-app          9m26s       Normal    Created             pod/productcatalogservice-54c86d9f79-nfv9q                  Container created
kube-system     9m26s       Normal    Started             pod/kube-controller-manager-minikube                        Container started
mesh-app        9m26s       Normal    Pulled              pod/currencyservice-7f9f695db5-rbzwx                        Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
kube-system     9m26s       Normal    Started             pod/kube-proxy-jwtpg                                        Container started
ob-app          9m26s       Normal    Pulled              pod/currencyservice-7f9f695db5-spznm                        Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
kube-system     9m26s       Normal    Started             pod/kindnet-g6k68                                           Container started
ob-app          9m26s       Normal    Created             pod/checkoutservice-6d7ccbb6cf-zdlpr                        Container created
kube-system     9m26s       Normal    Started             pod/kube-apiserver-minikube                                 Container started
observability   9m25s       Normal    Started             pod/obs-kube-prometheus-stack-operator-64496c4978-4b4vq     Container started
ob-app          9m25s       Normal    Pulled              pod/redis-cart-6899b65948-87b5c                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
observability   9m25s       Normal    Pulled              pod/prometheus-obs-kube-prometheus-stack-prometheus-0       Container image "quay.io/prometheus-operator/prometheus-config-reloader:v0.89.0" already present on machine and can be accessed by the pod
ob-app          9m25s       Normal    Created             pod/paymentservice-7cff85ccd7-hng66                         Container created
ob-app          9m25s       Normal    Pulled              pod/frontend-76c94f7cfb-vtz6n                               Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
kube-system     9m25s       Normal    Started             pod/storage-provisioner                                     Container started
ob-app          9m25s       Normal    Started             pod/checkoutservice-6d7ccbb6cf-zdlpr                        Container started
mesh-app        9m25s       Normal    Pulled              pod/cartservice-dc9f4fb6d-x8crc                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          9m25s       Normal    Pulled              pod/paymentservice-7cff85ccd7-hng66                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
observability   9m25s       Normal    Started             pod/jaeger-7dc86c798f-85zxd                                 Container started
mesh-app        9m25s       Normal    Started             pod/checkoutservice-6d7ccbb6cf-78rmd                        Container started
kube-system     9m25s       Normal    Started             pod/etcd-minikube                                           Container started
kube-system     9m25s       Normal    Started             pod/coredns-7d764666f9-rqpsz                                Container started
ob-app          9m25s       Normal    Created             pod/currencyservice-7f9f695db5-spznm                        Container created
mesh-app        9m25s       Normal    Created             pod/currencyservice-7f9f695db5-rbzwx                        Container created
ob-app          9m25s       Normal    Pulled              pod/cartservice-dc9f4fb6d-ffswh                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          9m24s       Normal    Created             pod/cartservice-dc9f4fb6d-ffswh                             Container created
ob-app          9m24s       Normal    Started             pod/productcatalogservice-54c86d9f79-nfv9q                  Container started
observability   9m24s       Normal    Created             pod/prometheus-obs-kube-prometheus-stack-prometheus-0       Container created
observability   9m9s        Warning   FailedMount         pod/jaeger-7dc86c798f-85zxd                                 MountVolume.SetUp failed for volume "kube-api-access-lctp8" : failed to sync configmap cache: timed out waiting for the condition
kube-system     9m9s        Warning   FailedMount         pod/storage-provisioner                                     MountVolume.SetUp failed for volume "kube-api-access-qstj5" : failed to sync configmap cache: timed out waiting for the condition
observability   9m9s        Warning   FailedMount         pod/obs-kube-prometheus-stack-operator-64496c4978-4b4vq     MountVolume.SetUp failed for volume "kube-api-access-5xktg" : failed to sync configmap cache: timed out waiting for the condition
kube-system     9m9s        Warning   FailedMount         pod/kindnet-g6k68                                           MountVolume.SetUp failed for volume "kube-api-access-k8n4m" : failed to sync configmap cache: timed out waiting for the condition
default         9m8s        Normal    RegisteredNode      node/minikube-m02                                           Node minikube-m02 event: Registered Node minikube-m02 in Controller
default         9m8s        Normal    RegisteredNode      node/minikube                                               Node minikube event: Registered Node minikube in Controller
ob-app          9m3s        Normal    Pulled              pod/currencyservice-7f9f695db5-spznm                        Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/currencyservice:v0.10.2" already present on machine and can be accessed by the pod
mesh-app        9m3s        Normal    Created             pod/currencyservice-7f9f695db5-rbzwx                        Container created
mesh-app        9m3s        Normal    Pulled              pod/currencyservice-7f9f695db5-rbzwx                        Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/currencyservice:v0.10.2" already present on machine and can be accessed by the pod
mesh-app        9m2s        Normal    Started             pod/currencyservice-7f9f695db5-rbzwx                        Container started
ob-app          9m2s        Normal    Pulled              pod/checkoutservice-6d7ccbb6cf-zdlpr                        Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/checkoutservice:v0.10.2" already present on machine and can be accessed by the pod
ob-app          9m2s        Normal    Created             pod/currencyservice-7f9f695db5-spznm                        Container created
ob-app          9m2s        Normal    Started             pod/currencyservice-7f9f695db5-spznm                        Container started
ob-app          9m1s        Normal    Created             pod/checkoutservice-6d7ccbb6cf-zdlpr                        Container created
mesh-app        9m1s        Normal    Created             pod/paymentservice-7cff85ccd7-sdss9                         Container created
mesh-app        9m1s        Normal    Pulled              pod/paymentservice-7cff85ccd7-sdss9                         Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/paymentservice:v0.10.2" already present on machine and can be accessed by the pod
mesh-app        8m59s       Normal    Pulled              pod/shippingservice-846f8585d7-5b28h                        Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/shippingservice:v0.10.2" already present on machine and can be accessed by the pod
ob-app          8m59s       Normal    Pulled              pod/paymentservice-7cff85ccd7-hng66                         Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/paymentservice:v0.10.2" already present on machine and can be accessed by the pod
ob-app          8m59s       Normal    Pulled              pod/productcatalogservice-54c86d9f79-nfv9q                  Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/productcatalogservice:v0.10.2" already present on machine and can be accessed by the pod
observability   8m58s       Normal    Pulled              pod/obs-grafana-7d5dcb6bd5-8mnwf                            Container image "quay.io/kiwigrid/k8s-sidecar:2.5.0" already present on machine and can be accessed by the pod
mesh-app        8m58s       Normal    Pulled              pod/checkoutservice-6d7ccbb6cf-78rmd                        Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/checkoutservice:v0.10.2" already present on machine and can be accessed by the pod
mesh-app        8m58s       Normal    Pulled              pod/cartservice-dc9f4fb6d-x8crc                             Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/cartservice:v0.10.2" already present on machine and can be accessed by the pod
mesh-app        8m58s       Normal    Created             pod/checkoutservice-6d7ccbb6cf-78rmd                        Container created
ob-app          8m58s       Normal    Pulled              pod/frontend-76c94f7cfb-vtz6n                               Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.2" already present on machine and can be accessed by the pod
ob-app          8m58s       Normal    Created             pod/cartservice-dc9f4fb6d-ffswh                             Container created
ob-app          8m58s       Normal    Pulled              pod/cartservice-dc9f4fb6d-ffswh                             Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/cartservice:v0.10.2" already present on machine and can be accessed by the pod
ob-app          8m58s       Normal    Created             pod/paymentservice-7cff85ccd7-hng66                         Container created
ob-app          8m58s       Normal    Started             pod/checkoutservice-6d7ccbb6cf-zdlpr                        Container started
ob-app          8m58s       Normal    Created             pod/productcatalogservice-54c86d9f79-nfv9q                  Container created
ob-app          8m58s       Normal    Created             pod/frontend-76c94f7cfb-vtz6n                               Container created
mesh-app        8m58s       Normal    Created             pod/shippingservice-846f8585d7-5b28h                        Container created
ob-app          8m58s       Normal    Pulled              pod/redis-cart-6899b65948-87b5c                             Container image "redis:alpine" already present on machine and can be accessed by the pod
mesh-app        8m57s       Normal    Started             pod/paymentservice-7cff85ccd7-sdss9                         Container started
ob-app          8m57s       Normal    Created             pod/redis-cart-6899b65948-87b5c                             Container created
observability   8m57s       Normal    Created             pod/obs-grafana-7d5dcb6bd5-8mnwf                            Container created
mesh-app        8m57s       Normal    Created             pod/cartservice-dc9f4fb6d-x8crc                             Container created
ob-app          8m56s       Normal    Started             pod/frontend-76c94f7cfb-vtz6n                               Container started
ob-app          8m56s       Normal    Started             pod/paymentservice-7cff85ccd7-hng66                         Container started
mesh-app        8m55s       Normal    Started             pod/checkoutservice-6d7ccbb6cf-78rmd                        Container started
ob-app          8m55s       Normal    Started             pod/cartservice-dc9f4fb6d-ffswh                             Container started
mesh-app        8m55s       Normal    Started             pod/shippingservice-846f8585d7-5b28h                        Container started
mesh-app        8m55s       Normal    Started             pod/cartservice-dc9f4fb6d-x8crc                             Container started
ob-app          8m55s       Normal    Started             pod/redis-cart-6899b65948-87b5c                             Container started
observability   8m55s       Warning   Unhealthy           pod/obs-kube-prometheus-stack-operator-64496c4978-4b4vq     Liveness probe failed: Get "https://10.244.0.24:10250/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
ob-app          8m55s       Normal    Started             pod/productcatalogservice-54c86d9f79-nfv9q                  Container started
kube-system     8m55s       Normal    LeaderElection      endpoints/k8s.io-minikube-hostpath                          minikube_c259f763-bf4f-438a-92b4-f6f012a87da5 became leader
observability   8m54s       Normal    Pulled              pod/obs-grafana-7d5dcb6bd5-8mnwf                            Container image "quay.io/kiwigrid/k8s-sidecar:2.5.0" already present on machine and can be accessed by the pod
observability   8m54s       Normal    Started             pod/obs-grafana-7d5dcb6bd5-8mnwf                            Container started
observability   8m53s       Normal    Created             pod/obs-grafana-7d5dcb6bd5-8mnwf                            Container created
observability   8m52s       Normal    Started             pod/obs-grafana-7d5dcb6bd5-8mnwf                            Container started
observability   8m52s       Normal    Pulled              pod/obs-grafana-7d5dcb6bd5-8mnwf                            Container image "docker.io/grafana/grafana:12.4.1" already present on machine and can be accessed by the pod
observability   8m52s       Normal    Created             pod/obs-grafana-7d5dcb6bd5-8mnwf                            Container created
observability   8m51s       Normal    Started             pod/obs-grafana-7d5dcb6bd5-8mnwf                            Container started
mesh-app        8m20s       Normal    Killing             pod/details-v1-747787f7c4-htsfv                             Stopping container istio-proxy
mesh-app        8m20s       Normal    Killing             pod/productpage-v1-66d788bc7f-9f7qt                         Stopping container productpage
mesh-app        8m20s       Normal    Killing             pod/reviews-v1-b4745c9bb-hgxtm                              Stopping container istio-proxy
mesh-app        8m20s       Normal    Killing             pod/reviews-v1-b4745c9bb-hgxtm                              Stopping container reviews
mesh-app        8m20s       Normal    Killing             pod/redis-cart-6899b65948-ctsjt                             Stopping container istio-proxy
mesh-app        8m20s       Normal    Killing             pod/recommendationservice-6d8ddf5d5f-8p7mq                  Stopping container server
mesh-app        8m20s       Normal    Killing             pod/recommendationservice-6d8ddf5d5f-8p7mq                  Stopping container istio-proxy
ob-app          8m20s       Normal    Killing             pod/emailservice-58dc4788c5-xjgq9                           Stopping container istio-proxy
ob-app          8m20s       Normal    Killing             pod/emailservice-58dc4788c5-xjgq9                           Stopping container server
mesh-app        8m20s       Normal    Killing             pod/ratings-v1-798bd9b5d-vg7gx                              Stopping container ratings
mesh-app        8m20s       Normal    Killing             pod/ratings-v1-798bd9b5d-vg7gx                              Stopping container istio-proxy
default         8m20s       Warning   ContainerGCFailed   node/minikube-m02                                           rpc error: code = Unavailable desc = connection error: desc = "error reading server preface: read unix @->/run/cri-dockerd.sock: read: connection reset by peer"
kube-system     8m20s       Normal    Killing             pod/kindnet-wwb4c                                           Stopping container kindnet-cni
mesh-app        8m20s       Normal    Killing             pod/redis-cart-6899b65948-ctsjt                             Stopping container redis
mesh-app        8m20s       Normal    Killing             pod/productpage-v1-66d788bc7f-9f7qt                         Stopping container istio-proxy
ob-app          8m20s       Normal    Killing             pod/shippingservice-846f8585d7-hsc26                        Stopping container istio-proxy
ob-app          8m20s       Normal    Killing             pod/shippingservice-846f8585d7-hsc26                        Stopping container server
mesh-app        8m20s       Normal    Killing             pod/details-v1-747787f7c4-htsfv                             Stopping container details
