NAMESPACE       LAST SEEN   TYPE      REASON                 OBJECT                                                    MESSAGE
mesh-app        30m         Warning   Failed                 pod/loadgen-exp-031113-zjj5g                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        30m         Normal    Killing                pod/loadgen-exp-031113-zjj5g                              Stopping container istio-proxy
mesh-app        29m         Normal    Started                pod/loadgen-exp-031113-9rqlx                              Container started
mesh-app        29m         Normal    SuccessfulCreate       job/loadgen-exp-031113                                    Created pod: loadgen-exp-031113-9rqlx
mesh-app        29m         Normal    Created                pod/loadgen-exp-031113-9rqlx                              Container created
mesh-app        29m         Normal    Pulled                 pod/loadgen-exp-031113-9rqlx                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        29m         Normal    Scheduled              pod/loadgen-exp-031113-9rqlx                              Successfully assigned mesh-app/loadgen-exp-031113-9rqlx to minikube
mesh-app        29m         Normal    Pulled                 pod/loadgen-exp-031113-9rqlx                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        29m         Normal    Created                pod/loadgen-exp-031113-9rqlx                              Container created
mesh-app        29m         Normal    Started                pod/loadgen-exp-031113-9rqlx                              Container started
mesh-app        29m         Normal    Pulled                 pod/loadgen-exp-031113-9rqlx                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        29m         Normal    Created                pod/loadgen-exp-031113-9rqlx                              Container created
mesh-app        29m         Warning   Failed                 pod/loadgen-exp-031113-9rqlx                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        29m         Normal    Killing                pod/loadgen-exp-031113-9rqlx                              Stopping container istio-proxy
mesh-app        29m         Normal    Created                pod/loadgen-exp-030848-9ct5t                              Container created
mesh-app        29m         Normal    Pulled                 pod/loadgen-exp-030848-9ct5t                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        29m         Normal    Started                pod/loadgen-exp-030848-9ct5t                              Container started
mesh-app        29m         Normal    SuccessfulCreate       job/loadgen-exp-030848                                    Created pod: loadgen-exp-030848-9ct5t
mesh-app        29m         Normal    Scheduled              pod/loadgen-exp-030848-9ct5t                              Successfully assigned mesh-app/loadgen-exp-030848-9ct5t to minikube
mesh-app        29m         Normal    Started                pod/loadgen-exp-030848-9ct5t                              Container started
mesh-app        29m         Normal    Pulled                 pod/loadgen-exp-030848-9ct5t                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        29m         Normal    Created                pod/loadgen-exp-030848-9ct5t                              Container created
mesh-app        29m         Normal    Created                pod/loadgen-exp-030848-9ct5t                              Container created
mesh-app        29m         Warning   Failed                 pod/loadgen-exp-030848-9ct5t                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        29m         Normal    Pulled                 pod/loadgen-exp-030848-9ct5t                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        29m         Normal    Killing                pod/loadgen-exp-030848-9ct5t                              Stopping container istio-proxy
mesh-app        26m         Normal    Pulled                 pod/loadgen-exp-031113-w6zjb                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        26m         Normal    Started                pod/loadgen-exp-031113-w6zjb                              Container started
mesh-app        26m         Normal    Created                pod/loadgen-exp-031113-w6zjb                              Container created
mesh-app        26m         Normal    Created                pod/loadgen-exp-031113-w6zjb                              Container created
mesh-app        26m         Normal    Started                pod/loadgen-exp-031113-w6zjb                              Container started
mesh-app        26m         Normal    Pulled                 pod/loadgen-exp-031113-w6zjb                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        26m         Normal    SuccessfulCreate       job/loadgen-exp-031113                                    Created pod: loadgen-exp-031113-w6zjb
mesh-app        26m         Normal    Scheduled              pod/loadgen-exp-031113-w6zjb                              Successfully assigned mesh-app/loadgen-exp-031113-w6zjb to minikube
mesh-app        26m         Normal    Created                pod/loadgen-exp-031113-w6zjb                              Container created
mesh-app        26m         Normal    Pulled                 pod/loadgen-exp-031113-w6zjb                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        26m         Warning   Failed                 pod/loadgen-exp-031113-w6zjb                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        26m         Normal    Killing                pod/loadgen-exp-031113-w6zjb                              Stopping container istio-proxy
mesh-app        23m         Normal    Scheduled              pod/loadgen-exp-030848-2gvdw                              Successfully assigned mesh-app/loadgen-exp-030848-2gvdw to minikube
mesh-app        23m         Normal    Started                pod/loadgen-exp-030848-2gvdw                              Container started
mesh-app        23m         Normal    SuccessfulCreate       job/loadgen-exp-030848                                    Created pod: loadgen-exp-030848-2gvdw
mesh-app        23m         Normal    Pulled                 pod/loadgen-exp-030848-2gvdw                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        23m         Normal    Created                pod/loadgen-exp-030848-2gvdw                              Container created
mesh-app        23m         Normal    Started                pod/loadgen-exp-030848-2gvdw                              Container started
mesh-app        23m         Normal    Created                pod/loadgen-exp-030848-2gvdw                              Container created
mesh-app        23m         Normal    Pulled                 pod/loadgen-exp-030848-2gvdw                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        23m         Normal    Created                pod/loadgen-exp-030848-2gvdw                              Container created
mesh-app        23m         Normal    Pulled                 pod/loadgen-exp-030848-2gvdw                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        23m         Warning   Failed                 pod/loadgen-exp-030848-2gvdw                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        23m         Normal    Killing                pod/loadgen-exp-030848-2gvdw                              Stopping container istio-proxy
mesh-app        23m         Warning   BackoffLimitExceeded   job/loadgen-exp-030848                                    Job has reached the specified backoff limit
observability   22m         Normal    ScalingReplicaSet      deployment/otel-collector                                 Scaled up replica set otel-collector-6f9d7cc68c from 0 to 1
observability   22m         Normal    SuccessfulCreate       replicaset/otel-collector-6f9d7cc68c                      Created pod: otel-collector-6f9d7cc68c-vlg25
observability   22m         Normal    Scheduled              pod/otel-collector-6f9d7cc68c-vlg25                       Successfully assigned observability/otel-collector-6f9d7cc68c-vlg25 to minikube
observability   22m         Normal    Started                pod/otel-collector-6f9d7cc68c-vlg25                       Container started
observability   22m         Normal    Killing                pod/otel-collector-94959b975-w8p8c                        Stopping container otel-collector
observability   22m         Normal    Created                pod/otel-collector-6f9d7cc68c-vlg25                       Container created
observability   22m         Normal    SuccessfulDelete       replicaset/otel-collector-94959b975                       Deleted pod: otel-collector-94959b975-w8p8c
observability   22m         Normal    Pulled                 pod/otel-collector-6f9d7cc68c-vlg25                       Container image "otel/opentelemetry-collector-contrib:0.95.0" already present on machine and can be accessed by the pod
observability   22m         Normal    ScalingReplicaSet      deployment/otel-collector                                 Scaled down replica set otel-collector-94959b975 from 1 to 0
mesh-app        22m         Normal    Started                pod/loadgen-exp-032111-4p74s                              Container started
mesh-app        22m         Normal    Pulled                 pod/loadgen-exp-032111-4p74s                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        22m         Normal    Created                pod/loadgen-exp-032111-4p74s                              Container created
mesh-app        22m         Normal    SuccessfulCreate       job/loadgen-exp-032111                                    Created pod: loadgen-exp-032111-4p74s
mesh-app        22m         Normal    Created                pod/loadgen-exp-032111-4p74s                              Container created
mesh-app        22m         Normal    Pulled                 pod/loadgen-exp-032111-4p74s                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        22m         Normal    Scheduled              pod/loadgen-exp-032111-4p74s                              Successfully assigned mesh-app/loadgen-exp-032111-4p74s to minikube
mesh-app        22m         Normal    Started                pod/loadgen-exp-032111-4p74s                              Container started
mesh-app        22m         Normal    Pulled                 pod/loadgen-exp-032111-4p74s                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        22m         Normal    Created                pod/loadgen-exp-032111-4p74s                              Container created
mesh-app        22m         Warning   Failed                 pod/loadgen-exp-032111-4p74s                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        22m         Normal    Killing                pod/loadgen-exp-032111-4p74s                              Stopping container istio-proxy
mesh-app        22m         Normal    Scheduled              pod/loadgen-exp-032111-9cjpz                              Successfully assigned mesh-app/loadgen-exp-032111-9cjpz to minikube
mesh-app        22m         Normal    SuccessfulCreate       job/loadgen-exp-032111                                    Created pod: loadgen-exp-032111-9cjpz
mesh-app        22m         Normal    Pulled                 pod/loadgen-exp-032111-9cjpz                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        22m         Normal    Created                pod/loadgen-exp-032111-9cjpz                              Container created
mesh-app        22m         Normal    Started                pod/loadgen-exp-032111-9cjpz                              Container started
mesh-app        22m         Normal    Pulled                 pod/loadgen-exp-032111-9cjpz                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        22m         Normal    Created                pod/loadgen-exp-032111-9cjpz                              Container created
mesh-app        22m         Normal    Started                pod/loadgen-exp-032111-9cjpz                              Container started
mesh-app        22m         Warning   Failed                 pod/loadgen-exp-032111-9cjpz                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        22m         Normal    Created                pod/loadgen-exp-032111-9cjpz                              Container created
mesh-app        22m         Normal    Pulled                 pod/loadgen-exp-032111-9cjpz                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        22m         Normal    Killing                pod/loadgen-exp-032111-9cjpz                              Stopping container istio-proxy
mesh-app        21m         Normal    Started                pod/loadgen-exp-032111-r5f5f                              Container started
mesh-app        21m         Normal    Pulled                 pod/loadgen-exp-032111-r5f5f                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        21m         Normal    Scheduled              pod/loadgen-exp-032111-r5f5f                              Successfully assigned mesh-app/loadgen-exp-032111-r5f5f to minikube
mesh-app        21m         Normal    Pulled                 pod/loadgen-exp-032111-r5f5f                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        21m         Normal    Created                pod/loadgen-exp-032111-r5f5f                              Container created
mesh-app        21m         Normal    SuccessfulCreate       job/loadgen-exp-032111                                    Created pod: loadgen-exp-032111-r5f5f
mesh-app        21m         Normal    Created                pod/loadgen-exp-032111-r5f5f                              Container created
mesh-app        21m         Normal    Started                pod/loadgen-exp-032111-r5f5f                              Container started
mesh-app        21m         Normal    Pulled                 pod/loadgen-exp-032111-r5f5f                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        21m         Normal    Created                pod/loadgen-exp-032111-r5f5f                              Container created
mesh-app        21m         Warning   Failed                 pod/loadgen-exp-032111-r5f5f                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        21m         Normal    Killing                pod/loadgen-exp-032111-r5f5f                              Stopping container istio-proxy
mesh-app        21m         Normal    Pulled                 pod/loadgen-exp-031113-cvxk6                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        21m         Normal    Started                pod/loadgen-exp-031113-cvxk6                              Container started
mesh-app        21m         Normal    SuccessfulCreate       job/loadgen-exp-031113                                    Created pod: loadgen-exp-031113-cvxk6
mesh-app        21m         Normal    Scheduled              pod/loadgen-exp-031113-cvxk6                              Successfully assigned mesh-app/loadgen-exp-031113-cvxk6 to minikube
mesh-app        21m         Normal    Created                pod/loadgen-exp-031113-cvxk6                              Container created
mesh-app        21m         Normal    Created                pod/loadgen-exp-031113-cvxk6                              Container created
mesh-app        21m         Normal    Pulled                 pod/loadgen-exp-031113-cvxk6                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        21m         Normal    Started                pod/loadgen-exp-031113-cvxk6                              Container started
mesh-app        21m         Warning   Failed                 pod/loadgen-exp-031113-cvxk6                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        21m         Normal    Pulled                 pod/loadgen-exp-031113-cvxk6                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        21m         Normal    Created                pod/loadgen-exp-031113-cvxk6                              Container created
mesh-app        21m         Normal    Killing                pod/loadgen-exp-031113-cvxk6                              Stopping container istio-proxy
mesh-app        21m         Warning   BackoffLimitExceeded   job/loadgen-exp-031113                                    Job has reached the specified backoff limit
mesh-app        20m         Normal    SuccessfulCreate       job/loadgen-exp-032111                                    Created pod: loadgen-exp-032111-622fj
mesh-app        20m         Normal    Scheduled              pod/loadgen-exp-032111-622fj                              Successfully assigned mesh-app/loadgen-exp-032111-622fj to minikube
mesh-app        20m         Normal    Pulled                 pod/loadgen-exp-032111-622fj                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        20m         Normal    Created                pod/loadgen-exp-032111-622fj                              Container created
mesh-app        20m         Normal    Started                pod/loadgen-exp-032111-622fj                              Container started
mesh-app        20m         Normal    Started                pod/loadgen-exp-032111-622fj                              Container started
mesh-app        20m         Normal    Pulled                 pod/loadgen-exp-032111-622fj                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        20m         Normal    Created                pod/loadgen-exp-032111-622fj                              Container created
mesh-app        20m         Warning   Failed                 pod/loadgen-exp-032111-622fj                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        20m         Normal    Created                pod/loadgen-exp-032111-622fj                              Container created
mesh-app        20m         Normal    Pulled                 pod/loadgen-exp-032111-622fj                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        20m         Normal    Killing                pod/loadgen-exp-032111-622fj                              Stopping container istio-proxy
mesh-app        19m         Normal    SuccessfulCreate       job/loadgen-exp-032111                                    Created pod: loadgen-exp-032111-scg4x
mesh-app        19m         Normal    Created                pod/loadgen-exp-032111-scg4x                              Container created
mesh-app        19m         Normal    Started                pod/loadgen-exp-032111-scg4x                              Container started
mesh-app        19m         Normal    Pulled                 pod/loadgen-exp-032111-scg4x                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        19m         Normal    Scheduled              pod/loadgen-exp-032111-scg4x                              Successfully assigned mesh-app/loadgen-exp-032111-scg4x to minikube
mesh-app        19m         Normal    Pulled                 pod/loadgen-exp-032111-scg4x                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        19m         Normal    Created                pod/loadgen-exp-032111-scg4x                              Container created
mesh-app        19m         Normal    Started                pod/loadgen-exp-032111-scg4x                              Container started
mesh-app        19m         Normal    Created                pod/loadgen-exp-032111-scg4x                              Container created
mesh-app        19m         Normal    Pulled                 pod/loadgen-exp-032111-scg4x                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        19m         Warning   Failed                 pod/loadgen-exp-032111-scg4x                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        19m         Normal    Killing                pod/loadgen-exp-032111-scg4x                              Stopping container istio-proxy
mesh-app        16m         Normal    Pulled                 pod/loadgen-exp-032111-f4w56                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        16m         Normal    Scheduled              pod/loadgen-exp-032111-f4w56                              Successfully assigned mesh-app/loadgen-exp-032111-f4w56 to minikube
mesh-app        16m         Normal    Pulled                 pod/loadgen-exp-032111-f4w56                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        16m         Normal    Created                pod/loadgen-exp-032111-f4w56                              Container created
mesh-app        16m         Normal    SuccessfulCreate       job/loadgen-exp-032111                                    Created pod: loadgen-exp-032111-f4w56
mesh-app        16m         Normal    Started                pod/loadgen-exp-032111-f4w56                              Container started
mesh-app        16m         Normal    Created                pod/loadgen-exp-032111-f4w56                              Container created
mesh-app        16m         Normal    Started                pod/loadgen-exp-032111-f4w56                              Container started
mesh-app        16m         Normal    Pulled                 pod/loadgen-exp-032111-f4w56                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        16m         Normal    Created                pod/loadgen-exp-032111-f4w56                              Container created
mesh-app        16m         Warning   Failed                 pod/loadgen-exp-032111-f4w56                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        16m         Normal    Killing                pod/loadgen-exp-032111-f4w56                              Stopping container istio-proxy
mesh-app        13m         Normal    SuccessfulCreate       job/loadgen                                               Created pod: loadgen-gsjsl
mesh-app        13m         Normal    Scheduled              pod/loadgen-gsjsl                                         Successfully assigned mesh-app/loadgen-gsjsl to minikube
mesh-app        13m         Normal    Pulled                 pod/loadgen-gsjsl                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        13m         Normal    Started                pod/loadgen-gsjsl                                         Container started
mesh-app        13m         Normal    Created                pod/loadgen-gsjsl                                         Container created
mesh-app        13m         Normal    Pulled                 pod/loadgen-gsjsl                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        13m         Normal    Started                pod/loadgen-gsjsl                                         Container started
mesh-app        13m         Normal    Created                pod/loadgen-gsjsl                                         Container created
mesh-app        13m         Normal    Created                pod/loadgen-gsjsl                                         Container created
mesh-app        13m         Warning   Failed                 pod/loadgen-gsjsl                                         Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        13m         Normal    Pulled                 pod/loadgen-gsjsl                                         Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        13m         Normal    Killing                pod/loadgen-gsjsl                                         Stopping container istio-proxy
mesh-app        13m         Normal    Scheduled              pod/loadgen-btlwx                                         Successfully assigned mesh-app/loadgen-btlwx to minikube
mesh-app        13m         Normal    SuccessfulCreate       job/loadgen                                               Created pod: loadgen-btlwx
mesh-app        13m         Normal    Started                pod/loadgen-btlwx                                         Container started
mesh-app        13m         Normal    Created                pod/loadgen-btlwx                                         Container created
mesh-app        13m         Normal    Pulled                 pod/loadgen-btlwx                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        13m         Normal    Created                pod/loadgen-btlwx                                         Container created
mesh-app        13m         Normal    Pulled                 pod/loadgen-btlwx                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        13m         Normal    Started                pod/loadgen-btlwx                                         Container started
mesh-app        13m         Normal    Pulled                 pod/loadgen-btlwx                                         Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        13m         Normal    Created                pod/loadgen-btlwx                                         Container created
mesh-app        13m         Warning   Failed                 pod/loadgen-btlwx                                         Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        13m         Normal    Killing                pod/loadgen-btlwx                                         Stopping container istio-proxy
mesh-app        12m         Normal    Started                pod/loadgen-9x78h                                         Container started
mesh-app        12m         Normal    Created                pod/loadgen-9x78h                                         Container created
mesh-app        12m         Normal    SuccessfulCreate       job/loadgen                                               Created pod: loadgen-9x78h
mesh-app        12m         Normal    Pulled                 pod/loadgen-9x78h                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        12m         Normal    Scheduled              pod/loadgen-9x78h                                         Successfully assigned mesh-app/loadgen-9x78h to minikube
mesh-app        12m         Normal    Created                pod/loadgen-9x78h                                         Container created
mesh-app        12m         Normal    Pulled                 pod/loadgen-9x78h                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        12m         Normal    Started                pod/loadgen-9x78h                                         Container started
mesh-app        12m         Normal    Pulled                 pod/loadgen-9x78h                                         Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        12m         Warning   Failed                 pod/loadgen-9x78h                                         Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        12m         Normal    Created                pod/loadgen-9x78h                                         Container created
mesh-app        12m         Normal    Killing                pod/loadgen-9x78h                                         Stopping container istio-proxy
mesh-app        12m         Normal    Scheduled              pod/loadgen-87zps                                         Successfully assigned mesh-app/loadgen-87zps to minikube
mesh-app        12m         Normal    Started                pod/loadgen-87zps                                         Container started
mesh-app        12m         Normal    Created                pod/loadgen-87zps                                         Container created
mesh-app        12m         Normal    Pulled                 pod/loadgen-87zps                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        12m         Normal    SuccessfulCreate       job/loadgen                                               Created pod: loadgen-87zps
mesh-app        12m         Normal    Created                pod/loadgen-87zps                                         Container created
mesh-app        12m         Normal    Started                pod/loadgen-87zps                                         Container started
mesh-app        12m         Normal    Pulled                 pod/loadgen-87zps                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        12m         Warning   Failed                 pod/loadgen-87zps                                         Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        12m         Normal    Created                pod/loadgen-87zps                                         Container created
mesh-app        12m         Normal    Pulled                 pod/loadgen-87zps                                         Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        12m         Normal    Killing                pod/loadgen-87zps                                         Stopping container istio-proxy
mesh-app        11m         Normal    SuccessfulCreate       job/loadgen-exp-032111                                    Created pod: loadgen-exp-032111-d6x57
mesh-app        11m         Normal    Scheduled              pod/loadgen-exp-032111-d6x57                              Successfully assigned mesh-app/loadgen-exp-032111-d6x57 to minikube
mesh-app        11m         Normal    Pulled                 pod/loadgen-exp-032111-d6x57                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        11m         Normal    Created                pod/loadgen-exp-032111-d6x57                              Container created
mesh-app        11m         Normal    Started                pod/loadgen-exp-032111-d6x57                              Container started
mesh-app        11m         Normal    Pulled                 pod/loadgen-exp-032111-d6x57                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        11m         Normal    Started                pod/loadgen-exp-032111-d6x57                              Container started
mesh-app        11m         Normal    Created                pod/loadgen-exp-032111-d6x57                              Container created
mesh-app        11m         Warning   Failed                 pod/loadgen-exp-032111-d6x57                              Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        11m         Normal    Created                pod/loadgen-exp-032111-d6x57                              Container created
mesh-app        11m         Normal    Pulled                 pod/loadgen-exp-032111-d6x57                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        11m         Normal    Killing                pod/loadgen-exp-032111-d6x57                              Stopping container istio-proxy
mesh-app        11m         Warning   BackoffLimitExceeded   job/loadgen-exp-032111                                    Job has reached the specified backoff limit
mesh-app        10m         Normal    Started                pod/loadgen-xpbc7                                         Container started
mesh-app        10m         Normal    SuccessfulCreate       job/loadgen                                               Created pod: loadgen-xpbc7
mesh-app        10m         Normal    Scheduled              pod/loadgen-xpbc7                                         Successfully assigned mesh-app/loadgen-xpbc7 to minikube
mesh-app        10m         Normal    Pulled                 pod/loadgen-xpbc7                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        10m         Normal    Created                pod/loadgen-xpbc7                                         Container created
mesh-app        10m         Normal    Pulled                 pod/loadgen-xpbc7                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        10m         Normal    Created                pod/loadgen-xpbc7                                         Container created
mesh-app        10m         Normal    Started                pod/loadgen-xpbc7                                         Container started
mesh-app        10m         Normal    Pulled                 pod/loadgen-xpbc7                                         Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        10m         Warning   Failed                 pod/loadgen-xpbc7                                         Error: failed to start container "fortio": Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: exec: "/bin/sh": stat /bin/sh: no such file or directory
mesh-app        10m         Normal    Created                pod/loadgen-xpbc7                                         Container created
mesh-app        10m         Normal    Killing                pod/loadgen-xpbc7                                         Stopping container istio-proxy
observability   10m         Warning   Unhealthy              pod/obs-kube-prometheus-stack-operator-649b567f76-sczb8   Readiness probe failed: Get "https://10.244.0.44:10250/healthz": context deadline exceeded
observability   10m         Warning   Unhealthy              pod/obs-prometheus-node-exporter-lvrlm                    Readiness probe failed: Get "http://192.168.49.2:9100/": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
istio-system    10m         Warning   Unhealthy              pod/loki-0                                                Readiness probe failed: Get "http://10.244.0.15:3100/ready": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
mesh-app        8m4s        Normal    Scheduled              pod/loadgen-s76fv                                         Successfully assigned mesh-app/loadgen-s76fv to minikube
mesh-app        8m4s        Normal    SuccessfulCreate       job/loadgen                                               Created pod: loadgen-s76fv
mesh-app        8m3s        Normal    Started                pod/loadgen-s76fv                                         Container started
mesh-app        8m3s        Normal    Created                pod/loadgen-s76fv                                         Container created
mesh-app        8m3s        Normal    Pulled                 pod/loadgen-s76fv                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m2s        Normal    Pulled                 pod/loadgen-s76fv                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m2s        Normal    Created                pod/loadgen-s76fv                                         Container created
mesh-app        8m2s        Normal    Started                pod/loadgen-s76fv                                         Container started
mesh-app        8m          Normal    Killing                pod/loadgen-s76fv                                         Stopping container istio-proxy
